,MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,TotalSF,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
1458,2.055641538058108,6.221213632878419,20.479372828258366,0.7304631471189666,0.7304631471189666,1.5409627556327752,0.0,2.055641538058108,2.055641538058108,14.121375611147648,14.121375611147648,0.0,1.5409627556327752,1.8203341036428238,1.8203341036428238,1.8203341036428238,1.5409627556327752,2.055641538058108,10.105326135535595,1.5409627556327752,7.397497957722461,8.780688591938043,11.775113743156055,1.8203341036428238,0.7304631471189666,11.818680333426093,0.0,0.0,11.818680333426093,0.0,0.0,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,2.055641538058108,2.2596737867230705,0.0,1.5409627556327752,14.121375611147648,1.5409627556327752,0.7304631471189666,11.259868090259067,2.055641538058108,2.055641538058108,1.1943176378757767,7.338607270038526,0.0,0.0,0.0,7.020909424392293,0.0,1.5409627556327752,1.1943176378757767,0.0,2.6025944687727294,1.8203341036428238,13.81829394147256,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1459,2.055641538058108,6.244955797756471,21.327220387827868,0.7304631471189666,0.7304631471189666,0.0,0.0,2.2596737867230705,2.055641538058108,14.116604610212223,14.116604610212223,6.808145364123843,1.5409627556327752,1.8203341036428238,1.8203341036428238,1.8203341036428238,1.5409627556327752,0.0,11.90109430269474,2.2596737867230705,0.0,9.752378680578557,12.943734908279543,1.8203341036428238,0.7304631471189666,12.943734908279543,0.0,0.0,12.943734908279543,0.0,0.0,0.7304631471189666,0.7304631471189666,1.5409627556327752,0.7304631471189666,1.1943176378757767,2.2596737867230705,2.2596737867230705,0.0,1.5409627556327752,14.116604610212223,1.5409627556327752,0.7304631471189666,9.118180873967548,2.055641538058108,2.055641538058108,1.1943176378757767,9.672623079178159,4.792129643835174,0.0,0.0,0.0,0.0,1.5409627556327752,1.8203341036428238,20.777525663502885,2.6025944687727294,1.8203341036428238,15.091209042711315,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1460,2.885846472488202,6.07328940298831,21.196904540765747,0.7304631471189666,0.7304631471189666,0.0,0.0,2.055641538058108,1.8203341036428238,14.178149219316415,14.179713812657004,0.0,1.5409627556327752,1.8203341036428238,1.1943176378757767,1.8203341036428238,1.5409627556327752,1.1943176378757767,11.476684989266225,2.2596737867230705,0.0,7.293500021268775,11.916130991886709,1.1943176378757767,0.7304631471189666,11.916130991886709,11.151347822781824,0.0,13.551272320032991,0.0,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,0.7304631471189666,1.5409627556327752,2.2596737867230705,2.2596737867230705,0.7304631471189666,2.055641538058108,14.178149219316415,0.0,1.1943176378757767,10.179489042314811,2.055641538058108,2.055641538058108,1.1943176378757767,8.232627042257835,4.697012078927853,0.0,0.0,0.0,0.0,1.5409627556327752,1.1943176378757767,0.0,2.055641538058108,1.8203341036428238,14.9651912623117,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1461,2.885846472488202,6.172972078519893,19.865443648450725,0.7304631471189666,0.7304631471189666,0.0,0.0,2.2596737867230705,2.055641538058108,14.179713812657004,14.179713812657004,3.858806663498184,1.5409627556327752,1.8203341036428238,1.8203341036428238,1.8203341036428238,1.5409627556327752,1.1943176378757767,10.749651012129235,2.2596737867230705,0.0,9.207511306740143,11.910124590543719,0.0,0.7304631471189666,11.910124590543719,11.062536102899807,0.0,13.504452562475894,0.0,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,0.7304631471189666,1.1943176378757767,2.440268378362637,2.2596737867230705,0.7304631471189666,1.1943176378757767,14.179713812657004,0.0,1.1943176378757767,10.11603509640564,2.055641538058108,2.055641538058108,1.1943176378757767,9.459636543250584,4.792129643835174,0.0,0.0,0.0,0.0,1.5409627556327752,1.8203341036428238,0.0,2.6025944687727294,1.8203341036428238,14.930787583759244,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1462,0.0,5.093856518007759,17.257254779064006,0.7304631471189666,0.7304631471189666,0.0,0.0,2.6025944687727294,1.8203341036428238,14.170316253871071,14.170316253871071,0.0,1.1943176378757767,1.8203341036428238,1.1943176378757767,1.8203341036428238,1.5409627556327752,0.0,8.720169513164583,2.2596737867230705,0.0,12.172899929850288,12.83362514523021,0.0,0.7304631471189666,12.83362514523021,0.0,0.0,12.83362514523021,0.0,0.0,1.1943176378757767,0.0,1.1943176378757767,0.7304631471189666,1.1943176378757767,2.055641538058108,2.2596737867230705,0.0,1.5409627556327752,14.170316253871071,1.1943176378757767,1.1943176378757767,10.302477323271576,2.055641538058108,2.055641538058108,1.1943176378757767,0.0,6.268453117386751,0.0,0.0,7.397497957722461,0.0,1.5409627556327752,1.8203341036428238,0.0,0.0,1.8203341036428238,14.96899481494184,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1463,2.885846472488202,6.098626104970388,19.874209460485194,0.7304631471189666,0.7304631471189666,0.0,0.0,2.2596737867230705,1.8203341036428238,14.171884182186483,14.173451442269636,0.0,1.5409627556327752,1.8203341036428238,1.1943176378757767,1.8203341036428238,1.5409627556327752,2.2596737867230705,0.0,2.2596737867230705,0.0,11.378992261536109,11.378992261536109,1.1943176378757767,0.7304631471189666,11.378992261536109,11.806292054368383,0.0,13.599321783774355,0.0,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,0.7304631471189666,1.5409627556327752,2.440268378362637,2.2596737867230705,0.7304631471189666,2.055641538058108,14.171884182186483,0.0,1.1943176378757767,9.951171656935063,2.055641538058108,2.055641538058108,1.1943176378757767,7.579804517371833,6.314734756825906,0.0,0.0,0.0,0.0,1.5409627556327752,1.8203341036428238,0.0,2.2596737867230705,1.8203341036428238,14.784658257167663,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1464,2.055641538058108,5.80273872401839,18.99101056901641,0.7304631471189666,0.7304631471189666,0.0,0.0,2.2596737867230705,2.2596737867230705,14.170316253871071,14.193765294899782,0.0,1.5409627556327752,1.1943176378757767,1.1943176378757767,1.8203341036428238,1.5409627556327752,0.0,11.937067204936257,2.2596737867230705,0.0,8.444260751716477,12.567834055041567,0.0,0.7304631471189666,12.614406694149686,0.0,0.0,12.614406694149686,0.7304631471189666,0.0,1.1943176378757767,0.0,1.5409627556327752,0.7304631471189666,1.5409627556327752,2.2596737867230705,2.2596737867230705,0.0,1.5409627556327752,14.170316253871071,0.0,1.1943176378757767,9.835883259370169,2.055641538058108,2.055641538058108,1.1943176378757767,10.184716170074022,3.9325102940665544,0.0,0.0,0.0,0.0,1.5409627556327752,0.0,10.272201962485878,2.055641538058108,1.8203341036428238,14.699914348535659,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1465,2.885846472488202,5.7737732204907655,19.19008089633962,0.7304631471189666,0.7304631471189666,0.0,0.0,2.2596737867230705,1.8203341036428238,14.179713812657004,14.179713812657004,0.0,1.5409627556327752,1.8203341036428238,1.1943176378757767,1.8203341036428238,1.5409627556327752,2.2596737867230705,0.0,2.2596737867230705,0.0,11.469805120302338,11.469805120302338,1.1943176378757767,0.7304631471189666,11.469805120302338,11.054693052542088,0.0,13.232222656225794,0.0,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,0.7304631471189666,1.5409627556327752,2.440268378362637,2.2596737867230705,0.7304631471189666,1.1943176378757767,14.179713812657004,0.0,1.1943176378757767,9.672623079178159,2.055641538058108,2.055641538058108,1.1943176378757767,0.0,6.098626104970388,0.0,0.0,0.0,0.0,1.5409627556327752,1.8203341036428238,0.0,2.440268378362637,1.8203341036428238,14.559947353864503,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1466,2.055641538058108,6.337529394588084,19.94375198044922,0.7304631471189666,0.7304631471189666,1.5409627556327752,0.0,2.440268378362637,1.8203341036428238,14.1671783900609,14.1671783900609,0.0,1.5409627556327752,1.8203341036428238,1.1943176378757767,1.8203341036428238,0.7304631471189666,1.1943176378757767,10.897673633652223,2.2596737867230705,0.0,11.003227684290522,12.878993133201504,1.1943176378757767,0.7304631471189666,12.970174092588287,0.0,0.0,12.970174092588287,0.7304631471189666,0.0,0.7304631471189666,0.7304631471189666,1.1943176378757767,0.7304631471189666,1.1943176378757767,2.055641538058108,2.2596737867230705,0.7304631471189666,1.8203341036428238,14.1671783900609,1.5409627556327752,1.1943176378757767,10.302477323271576,2.055641538058108,2.055641538058108,1.1943176378757767,8.013883697367245,0.0,0.0,0.0,0.0,0.0,1.5409627556327752,1.8203341036428238,0.0,1.8203341036428238,1.8203341036428238,15.07028616317055,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1467,2.055641538058108,5.968980585391403,19.189157677365337,0.7304631471189666,0.7304631471189666,1.5409627556327752,0.0,1.8203341036428238,1.8203341036428238,14.135651502935826,14.135651502935826,0.0,1.5409627556327752,1.8203341036428238,1.8203341036428238,1.8203341036428238,1.5409627556327752,0.0,11.521047611844585,2.055641538058108,6.172972078519893,0.0,11.775113743156055,1.8203341036428238,0.7304631471189666,11.775113743156055,0.0,0.0,11.775113743156055,0.7304631471189666,0.0,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,1.8203341036428238,2.2596737867230705,0.0,1.5409627556327752,14.135651502935826,0.0,1.1943176378757767,10.396380943459564,2.055641538058108,2.055641538058108,1.1943176378757767,8.511219710154148,0.0,0.0,0.0,0.0,0.0,1.5409627556327752,1.1943176378757767,0.0,2.2596737867230705,1.8203341036428238,13.794031435686074,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
